股票代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌额,换手率,涨跌幅
600000,2024-01-01,10.033829303148211,9.582484561823334,10.097346165416642,9.529770273969852,1775.378976339465,12827.556950426293,2.0,-0.4513447413248777,1.2000852196552847,-4.498230213895149
600000,2024-01-02,9.566516621487127,9.466938194382688,9.574466446601024,9.411994466241335,1125.978100297302,10046.993523143949,2.0,-0.0995784271044382,1.0023894096090258,-1.0409058076664701
600000,2024-01-03,9.423464845552733,9.02453643680107,9.428571691837789,8.942712348762118,1050.5752502309062,19187.724311942613,2.0,-0.39892840875166335,2.3707112649967232,-4.233351694837928
600000,2024-01-04,8.973987878180019,8.411845500346788,9.052265228818099,8.388052428417827,1523.6746771365224,14212.4668915423,2.0,-0.5621423778332311,2.54020327953217,-6.264131236460246
600000,2024-01-05,8.418858496917018,8.518676558681529,8.542874633033337,8.405188376352497,1273.6744373722527,10296.55607322564,2.0,0.0998180617645108,2.7138170999635274,1.1856484082855667
600000,2024-01-08,8.487050574686414,8.541776733491876,8.599087321797963,8.407286834792279,1022.448068430767,17307.34138189882,2.0,0.05472615880546172,1.469232983588173,0.6448195203253348
600000,2024-01-09,8.54544299843447,7.9717427450460985,8.609289151905658,7.955858874680806,1503.213489025934,10273.4556701921,2.0,-0.5737002533883722,1.7882235573155258,-6.71352267510853
600000,2024-01-10,7.904328641210563,8.005806768315777,8.06870402810765,7.882642385748902,1830.9898038697247,18042.089521602047,2.0,0.10147812710521364,2.3990785745413294,1.2838298065713127
600000,2024-01-11,8.090669770154253,7.808142298571411,8.155979892715811,7.743164004685416,1280.9108587339197,11097.822039876257,2.0,-0.2825274715828421,2.549774270408488,-3.4920158603563345
600000,2024-01-12,7.823101718844624,7.701656685344774,7.837038429521397,7.657420371845282,1207.5026031485643,13838.499564079251,2.0,-0.12144503349985047,1.7247934521209163,-1.5523898047664186
600000,2024-01-15,7.734920781873113,8.082342340178466,8.133540913969354,7.719378471297263,1515.1789680012569,19703.771476409278,2.0,0.3474215583053528,1.3484481257108532,4.491598144347386
600000,2024-01-16,8.13065413900613,8.371902415750625,8.449435128793906,8.085788493300631,1425.5464518025635,12213.865290282309,2.0,0.24124827674449456,2.1809445886289756,2.967144741615879
600000,2024-01-17,8.344627000485188,8.050366759495555,8.410333961892198,7.982477561155629,1416.931977293516,16300.672751071295,2.0,-0.2942602409896331,2.2298307702451807,-3.526343849431779
600000,2024-01-18,8.003892875474758,8.41623867552014,8.49309116426135,7.9647718325694115,1706.8134115624218,18155.111714781593,2.0,0.41234580004538124,2.8535116372423524,5.151815578502772
600000,2024-01-19,8.449707176891263,8.691804172827391,8.72384062984117,8.398369356924363,1410.944450368158,18084.004702991217,2.0,0.24209699593612832,2.2432071251854557,2.8651524942571838
600000,2024-01-22,8.630611333884229,8.575073267606335,8.663421853740289,8.511918917043623,1801.6854484654787,13276.229634425248,2.0,-0.055538066277893705,2.877645859294546,-0.6435009540963654
600000,2024-01-23,8.564044931555319,8.497373886481979,8.59468961940123,8.456328534109952,1481.361829880355,15349.659401784058,2.0,-0.0666710450733401,2.2831848942266544,-0.7784994778306409
600000,2024-01-24,8.503475709980242,8.297821902858152,8.550318267929018,8.23153178445149,1535.3715862384884,19246.526685636516,2.0,-0.20565380712208992,1.525366291812894,-2.4184676258993787
600000,2024-01-25,8.17082264832295,8.356212292192227,8.40681918259109,8.143486985022067,1334.906158959057,16440.05735951905,2.0,0.1853896438692768,1.1407211919803508,2.2689226268707285
600000,2024-01-26,8.41902488637686,8.13113592522695,8.498544554565528,8.109663044581135,1111.3386197126829,14126.58389198525,2.0,-0.28788896114991047,1.5772334608658793,-3.4195048124368244
600000,2024-01-29,8.086457152198852,8.331756149113541,8.37384189250025,8.041471973247718,1880.279401349459,15806.47877095874,2.0,0.24529899691468948,1.7246190766241103,3.0334544819542897
600000,2024-01-30,8.263255222022163,7.988693733767968,8.287632975352295,7.927297945458544,1040.2118194622228,10962.893249685552,2.0,-0.2745614882541956,1.6467012418231617,-3.3226795116102603
600000,2024-01-31,7.958008522990083,7.867411970510985,8.037053662380828,7.8017433497230115,1824.50005972383,10304.128186817117,2.0,-0.0905965524790977,1.4483802884454027,-1.1384324635663745
600000,2024-02-01,7.931434186809951,7.565322816053245,7.976444565960021,7.523400065328289,1038.4000954034086,12158.074088801728,2.0,-0.3661113707567063,1.5303137283998594,-4.615954216269646
600000,2024-02-02,7.524259627987429,7.233458717644675,7.579779138381955,7.17085726172998,1778.9226684372459,12407.038144665034,2.0,-0.290800910342754,1.479344421506748,-3.8648441802975997
600000,2024-02-05,7.289800955085105,7.2540250345517565,7.350676764499082,7.250370217079623,1957.3744280972228,16571.040423706618,2.0,-0.03577592053334833,1.8876364832871233,-0.49076676789634455
600000,2024-02-06,7.246894061359698,7.37738616885129,7.40310518248488,7.232179162701002,1763.6137617611737,16307.238747667394,2.0,0.1304921074915919,2.6203051240859043,1.8006625512489993
600000,2024-02-07,7.438675239338318,7.269813095170092,7.498467712085344,7.25831474183946,2023.4924110374295,20026.187036269017,2.0,-0.16886214416822565,1.300081706444442,-2.270056679920951
600000,2024-02-08,7.225141794659806,7.1076561054189655,7.244074500049071,7.056777885957312,1127.3941678284878,13464.903658127358,2.0,-0.11748568924084068,1.8289173235385567,-1.6260675925789614
600000,2024-02-09,7.0914506097000345,7.107052065637074,7.16138233193145,7.04016197140394,1114.752712485325,12461.796792054643,2.0,0.015601455937039432,2.7746443901322175,0.22000373119286376
600000,2024-02-12,7.081222773622412,7.028392110994099,7.120574560469701,7.013642755574321,1766.613938462172,11521.00144909389,2.0,-0.052830662628312375,2.911582137156634,-0.7460669480009452
